ID,ST_Code,Area_Name,ST_Name,Region,Age,Persons,Males,Females,education_Persons,education_Males,education_Females,School_Persons,School_Males,School_Females,College_Persons,College_Males,College_Females,Vocational_Persons,Vocational_Males,Vocational_Females,Other_Persons,Other_Males,Other_Females,Literacy_Persons,Literacy_Males,Literacy_Females
213,513,District - Baleshwar 08,Bondo Poraja,Total,6-14,3,2,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
214,513,District - Baleshwar 08,Bondo Poraja,Total,15-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,513,District - Baleshwar 08,Bondo Poraja,Total,20-24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,513,District - Baleshwar 08,Bondo Poraja,Total,25+,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,513,District - Baleshwar 08,Bondo Poraja,Total,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,513,District - Baleshwar 08,Bondo Poraja,Rural,All ages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,513,District - Baleshwar 08,Bondo Poraja,Rural,0-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,513,District - Baleshwar 08,Bondo Poraja,Rural,6-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,513,District - Baleshwar 08,Bondo Poraja,Rural,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,513,District - Baleshwar 08,Bondo Poraja,Rural,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,513,District - Baleshwar 08,Bondo Poraja,Rural,25+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,513,District - Baleshwar 08,Bondo Poraja,Rural,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,513,District - Baleshwar 08,Bondo Poraja,Urban,All ages,16,10,6,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
226,513,District - Baleshwar 08,Bondo Poraja,Urban,0-5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,513,District - Baleshwar 08,Bondo Poraja,Urban,6-14,3,2,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
228,513,District - Baleshwar 08,Bondo Poraja,Urban,15-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,513,District - Baleshwar 08,Bondo Poraja,Urban,20-24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,513,District - Baleshwar 08,Bondo Poraja,Urban,25+,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,513,District - Baleshwar 08,Bondo Poraja,Urban,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,516,District - Baleshwar 08,Desua Bhumij,Total,All ages,6,4,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
233,516,District - Baleshwar 08,Desua Bhumij,Total,0-5,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
234,516,District - Baleshwar 08,Desua Bhumij,Total,6-14,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
235,516,District - Baleshwar 08,Desua Bhumij,Total,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,516,District - Baleshwar 08,Desua Bhumij,Total,20-24,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,516,District - Baleshwar 08,Desua Bhumij,Total,25+,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,516,District - Baleshwar 08,Desua Bhumij,Total,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,516,District - Baleshwar 08,Desua Bhumij,Rural,All ages,6,4,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
240,516,District - Baleshwar 08,Desua Bhumij,Rural,0-5,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
241,516,District - Baleshwar 08,Desua Bhumij,Rural,6-14,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242,516,District - Baleshwar 08,Desua Bhumij,Rural,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,516,District - Baleshwar 08,Desua Bhumij,Rural,20-24,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,516,District - Baleshwar 08,Desua Bhumij,Rural,25+,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,516,District - Baleshwar 08,Desua Bhumij,Rural,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,516,District - Baleshwar 08,Desua Bhumij,Urban,All ages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,516,District - Baleshwar 08,Desua Bhumij,Urban,0-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,516,District - Baleshwar 08,Desua Bhumij,Urban,6-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,516,District - Baleshwar 08,Desua Bhumij,Urban,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,516,District - Baleshwar 08,Desua Bhumij,Urban,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,516,District - Baleshwar 08,Desua Bhumij,Urban,25+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,516,District - Baleshwar 08,Desua Bhumij,Urban,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,517,District - Baleshwar 08,Dharua,Total,All ages,146,74,72,15,8,7,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0
254,517,District - Baleshwar 08,Dharua,Total,0-5,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,517,District - Baleshwar 08,Dharua,Total,6-14,39,19,20,14,7,7,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0
256,517,District - Baleshwar 08,Dharua,Total,15-19,8,5,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
257,517,District - Baleshwar 08,Dharua,Total,20-24,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,517,District - Baleshwar 08,Dharua,Total,25+,66,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,517,District - Baleshwar 08,Dharua,Total,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,517,District - Baleshwar 08,Dharua,Rural,All ages,118,64,54,15,8,7,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0
261,517,District - Baleshwar 08,Dharua,Rural,0-5,15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,517,District - Baleshwar 08,Dharua,Rural,6-14,30,17,13,14,7,7,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0
263,517,District - Baleshwar 08,Dharua,Rural,15-19,6,4,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
264,517,District - Baleshwar 08,Dharua,Rural,20-24,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,517,District - Baleshwar 08,Dharua,Rural,25+,56,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,517,District - Baleshwar 08,Dharua,Rural,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,517,District - Baleshwar 08,Dharua,Urban,All ages,28,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,517,District - Baleshwar 08,Dharua,Urban,0-5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,517,District - Baleshwar 08,Dharua,Urban,6-14,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,517,District - Baleshwar 08,Dharua,Urban,15-19,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,517,District - Baleshwar 08,Dharua,Urban,20-24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,517,District - Baleshwar 08,Dharua,Urban,25+,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,517,District - Baleshwar 08,Dharua,Urban,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,518,District - Baleshwar 08,Didayi,Total,All ages,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,518,District - Baleshwar 08,Didayi,Total,0-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,518,District - Baleshwar 08,Didayi,Total,6-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,518,District - Baleshwar 08,Didayi,Total,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,518,District - Baleshwar 08,Didayi,Total,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,518,District - Baleshwar 08,Didayi,Total,25+,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,518,District - Baleshwar 08,Didayi,Total,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,518,District - Baleshwar 08,Didayi,Rural,All ages,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,518,District - Baleshwar 08,Didayi,Rural,0-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,518,District - Baleshwar 08,Didayi,Rural,6-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,518,District - Baleshwar 08,Didayi,Rural,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,518,District - Baleshwar 08,Didayi,Rural,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,518,District - Baleshwar 08,Didayi,Rural,25+,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,518,District - Baleshwar 08,Didayi,Rural,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,518,District - Baleshwar 08,Didayi,Urban,All ages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,518,District - Baleshwar 08,Didayi,Urban,0-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,518,District - Baleshwar 08,Didayi,Urban,6-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,518,District - Baleshwar 08,Didayi,Urban,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,518,District - Baleshwar 08,Didayi,Urban,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,518,District - Baleshwar 08,Didayi,Urban,25+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,518,District - Baleshwar 08,Didayi,Urban,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,522,District - Baleshwar 08,Gond etc.,Total,All ages,36,19,17,9,4,5,7,2,5,1,1,0,1,1,0,0,0,0,0,0,0
296,522,District - Baleshwar 08,Gond etc.,Total,0-5,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,522,District - Baleshwar 08,Gond etc.,Total,6-14,7,3,4,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
298,522,District - Baleshwar 08,Gond etc.,Total,15-19,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
299,522,District - Baleshwar 08,Gond etc.,Total,20-24,5,2,3,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
300,522,District - Baleshwar 08,Gond etc.,Total,25+,16,10,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
301,522,District - Baleshwar 08,Gond etc.,Total,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,522,District - Baleshwar 08,Gond etc.,Rural,All ages,9,5,4,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
303,522,District - Baleshwar 08,Gond etc.,Rural,0-5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,522,District - Baleshwar 08,Gond etc.,Rural,6-14,3,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
305,522,District - Baleshwar 08,Gond etc.,Rural,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,522,District - Baleshwar 08,Gond etc.,Rural,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,522,District - Baleshwar 08,Gond etc.,Rural,25+,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,522,District - Baleshwar 08,Gond etc.,Rural,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,522,District - Baleshwar 08,Gond etc.,Urban,All ages,27,14,13,7,3,4,5,1,4,1,1,0,1,1,0,0,0,0,0,0,0
310,522,District - Baleshwar 08,Gond etc.,Urban,0-5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,522,District - Baleshwar 08,Gond etc.,Urban,6-14,4,1,3,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
312,522,District - Baleshwar 08,Gond etc.,Urban,15-19,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
313,522,District - Baleshwar 08,Gond etc.,Urban,20-24,5,2,3,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
314,522,District - Baleshwar 08,Gond etc.,Urban,25+,12,8,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
315,522,District - Baleshwar 08,Gond etc.,Urban,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,523,District - Baleshwar 08,Ho,Total,All ages,97,48,49,55,28,27,55,28,27,0,0,0,0,0,0,0,0,0,0,0,0
317,523,District - Baleshwar 08,Ho,Total,0-5,37,12,25,19,3,16,19,3,16,0,0,0,0,0,0,0,0,0,0,0,0
318,523,District - Baleshwar 08,Ho,Total,6-14,41,27,14,36,25,11,36,25,11,0,0,0,0,0,0,0,0,0,0,0,0
319,523,District - Baleshwar 08,Ho,Total,15-19,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,523,District - Baleshwar 08,Ho,Total,20-24,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,523,District - Baleshwar 08,Ho,Total,25+,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,523,District - Baleshwar 08,Ho,Total,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,523,District - Baleshwar 08,Ho,Rural,All ages,97,48,49,55,28,27,55,28,27,0,0,0,0,0,0,0,0,0,0,0,0
324,523,District - Baleshwar 08,Ho,Rural,0-5,37,12,25,19,3,16,19,3,16,0,0,0,0,0,0,0,0,0,0,0,0
325,523,District - Baleshwar 08,Ho,Rural,6-14,41,27,14,36,25,11,36,25,11,0,0,0,0,0,0,0,0,0,0,0,0
326,523,District - Baleshwar 08,Ho,Rural,15-19,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,523,District - Baleshwar 08,Ho,Rural,20-24,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,523,District - Baleshwar 08,Ho,Rural,25+,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,523,District - Baleshwar 08,Ho,Rural,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,523,District - Baleshwar 08,Ho,Urban,All ages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,523,District - Baleshwar 08,Ho,Urban,0-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,523,District - Baleshwar 08,Ho,Urban,6-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,523,District - Baleshwar 08,Ho,Urban,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,523,District - Baleshwar 08,Ho,Urban,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,523,District - Baleshwar 08,Ho,Urban,25+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,523,District - Baleshwar 08,Ho,Urban,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,524,District - Baleshwar 08,Holva,Total,All ages,5,4,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
338,524,District - Baleshwar 08,Holva,Total,0-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,524,District - Baleshwar 08,Holva,Total,6-14,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
340,524,District - Baleshwar 08,Holva,Total,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,524,District - Baleshwar 08,Holva,Total,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,524,District - Baleshwar 08,Holva,Total,25+,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,524,District - Baleshwar 08,Holva,Total,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,524,District - Baleshwar 08,Holva,Rural,All ages,5,4,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
345,524,District - Baleshwar 08,Holva,Rural,0-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,524,District - Baleshwar 08,Holva,Rural,6-14,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
347,524,District - Baleshwar 08,Holva,Rural,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,524,District - Baleshwar 08,Holva,Rural,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,524,District - Baleshwar 08,Holva,Rural,25+,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,524,District - Baleshwar 08,Holva,Rural,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,524,District - Baleshwar 08,Holva,Urban,All ages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,524,District - Baleshwar 08,Holva,Urban,0-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,524,District - Baleshwar 08,Holva,Urban,6-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,524,District - Baleshwar 08,Holva,Urban,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,524,District - Baleshwar 08,Holva,Urban,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,524,District - Baleshwar 08,Holva,Urban,25+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,524,District - Baleshwar 08,Holva,Urban,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,526,District - Baleshwar 08,Juang,Total,All ages,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,526,District - Baleshwar 08,Juang,Total,0-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,526,District - Baleshwar 08,Juang,Total,6-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,526,District - Baleshwar 08,Juang,Total,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,526,District - Baleshwar 08,Juang,Total,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,526,District - Baleshwar 08,Juang,Total,25+,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,526,District - Baleshwar 08,Juang,Total,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,526,District - Baleshwar 08,Juang,Rural,All ages,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,526,District - Baleshwar 08,Juang,Rural,0-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,526,District - Baleshwar 08,Juang,Rural,6-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,526,District - Baleshwar 08,Juang,Rural,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,526,District - Baleshwar 08,Juang,Rural,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,526,District - Baleshwar 08,Juang,Rural,25+,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,526,District - Baleshwar 08,Juang,Rural,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,526,District - Baleshwar 08,Juang,Urban,All ages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,526,District - Baleshwar 08,Juang,Urban,0-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,526,District - Baleshwar 08,Juang,Urban,6-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,526,District - Baleshwar 08,Juang,Urban,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,526,District - Baleshwar 08,Juang,Urban,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,526,District - Baleshwar 08,Juang,Urban,25+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,526,District - Baleshwar 08,Juang,Urban,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,527,District - Baleshwar 08,Kandha Gauda,Total,All ages,125,68,57,18,9,9,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0
380,527,District - Baleshwar 08,Kandha Gauda,Total,0-5,19,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,527,District - Baleshwar 08,Kandha Gauda,Total,6-14,27,16,11,15,8,7,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0
382,527,District - Baleshwar 08,Kandha Gauda,Total,15-19,14,6,8,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
383,527,District - Baleshwar 08,Kandha Gauda,Total,20-24,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,527,District - Baleshwar 08,Kandha Gauda,Total,25+,62,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,527,District - Baleshwar 08,Kandha Gauda,Total,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,527,District - Baleshwar 08,Kandha Gauda,Rural,All ages,78,40,38,9,3,6,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0
387,527,District - Baleshwar 08,Kandha Gauda,Rural,0-5,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,527,District - Baleshwar 08,Kandha Gauda,Rural,6-14,18,10,8,6,2,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
389,527,District - Baleshwar 08,Kandha Gauda,Rural,15-19,10,6,4,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
390,527,District - Baleshwar 08,Kandha Gauda,Rural,20-24,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,527,District - Baleshwar 08,Kandha Gauda,Rural,25+,37,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,527,District - Baleshwar 08,Kandha Gauda,Rural,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,527,District - Baleshwar 08,Kandha Gauda,Urban,All ages,47,28,19,9,6,3,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0
394,527,District - Baleshwar 08,Kandha Gauda,Urban,0-5,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,527,District - Baleshwar 08,Kandha Gauda,Urban,6-14,9,6,3,9,6,3,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0
396,527,District - Baleshwar 08,Kandha Gauda,Urban,15-19,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,527,District - Baleshwar 08,Kandha Gauda,Urban,20-24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,527,District - Baleshwar 08,Kandha Gauda,Urban,25+,25,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,527,District - Baleshwar 08,Kandha Gauda,Urban,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,528,District - Baleshwar 08,Kawar,Total,All ages,4,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,528,District - Baleshwar 08,Kawar,Total,0-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,528,District - Baleshwar 08,Kawar,Total,6-14,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
403,528,District - Baleshwar 08,Kawar,Total,15-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,528,District - Baleshwar 08,Kawar,Total,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,528,District - Baleshwar 08,Kawar,Total,25+,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,528,District - Baleshwar 08,Kawar,Total,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,528,District - Baleshwar 08,Kawar,Rural,All ages,4,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
